,location,total_sqft,bath,price,bhk
5834,Old Airport Road,1050.0,2.0,50.0,2
5835,Kathriguppe,1300.0,3.0,77.99,3
5836,Whitefield,1356.0,2.0,94.84,2
5837,Whitefield,1338.0,2.0,103.0,2
5838,Other,500.0,1.0,20.0,1
5839,Other,1280.0,2.0,100.0,3
5840,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
5841,Anekal,620.0,1.0,23.5,2
5842,8th Phase JP Nagar,1605.0,2.0,65.0,3
5843,Thanisandra,1917.0,3.0,110.0,3
5844,Sarjapur  Road,1400.0,3.0,55.0,3
5845,Thubarahalli,2625.0,3.0,175.0,3
5846,Sahakara Nagar,1100.0,2.0,55.0,2
5847,Hennur Road,2041.0,3.0,128.0,3
5848,Hebbal,1110.0,3.0,59.0,3
5849,Other,1650.0,3.0,110.0,3
5850,Ambedkar Nagar,3565.0,4.0,255.0,4
5851,Varthur Road,1033.0,2.0,30.47,3
5852,HSR Layout,1142.0,2.0,65.0,2
5853,Other,1500.0,2.0,75.0,3
5854,Electronic City Phase II,1502.0,3.0,50.0,3
5855,Other,1176.0,2.0,45.0,3
5856,Hosa Road,1063.0,2.0,32.8,2
5857,Kammanahalli,1100.0,2.0,60.0,2
5858,6th Phase JP Nagar,1216.0,2.0,60.0,2
5859,Other,1425.0,3.0,55.0,3
5860,Bellandur,3600.0,4.0,245.0,4
5861,Uttarahalli,1025.0,2.0,35.88,2
5862,Lakshminarayana Pura,3050.0,2.0,90.0,3
5863,Kadubeesanahalli,1424.0,2.0,75.0,3
5864,Other,1285.0,2.0,45.0,2
5865,Babusapalaya,1450.0,2.0,55.99,2
5866,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5867,Other,2000.0,2.0,95.0,3
5868,Uttarahalli,1125.0,2.0,47.65,2
5869,Old Madras Road,3900.0,4.0,175.0,4
5870,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5871,Arekere,1240.0,2.0,60.0,2
5872,Devanahalli,1466.0,3.0,77.59,3
5873,Ramagondanahalli,1610.0,2.0,115.0,3
5874,Sarjapur  Road,1220.0,3.0,56.0,3
5875,Kaggadasapura,1225.0,2.0,48.0,2
5876,Akshaya Nagar,1300.0,2.0,54.0,2
5877,Other,1320.0,2.0,55.0,3
5878,Sarjapur  Road,1435.0,3.0,90.0,3
5879,Rayasandra,1601.0,3.0,70.0,3
5880,Kadubeesanahalli,1257.0,2.0,93.0,2
5881,Kasavanhalli,1309.0,2.0,95.0,2
5882,Yeshwanthpur,1362.0,2.0,100.0,2
5883,Whitefield,1115.0,2.0,55.0,2
5884,Whitefield,1870.0,3.0,90.0,3
5885,Other,1322.0,2.0,61.99,2
5886,Other,1450.0,2.0,65.0,3
5887,Banashankari,1185.0,2.0,67.0,2
5888,7th Phase JP Nagar,1790.0,3.0,120.0,3
5889,Rachenahalli,1050.0,2.0,52.5,2
5890,Budigere,693.0,1.0,27.375,1
5891,Devanahalli,775.0,1.0,39.0,1
5892,Hoodi,1000.0,2.0,48.0,2
5893,Thanisandra,1183.0,2.0,77.25,2
5894,Other,425.0,1.0,15.0,1
5895,Other,820.0,2.0,30.0,2
5896,Hebbal,1200.0,2.0,52.0,2
5897,Ramagondanahalli,1151.0,2.0,43.6,2
5898,Hulimavu,1320.0,2.0,59.0,3
5899,Other,1450.0,3.0,68.0,3
5900,Poorna Pragna Layout,1270.0,2.0,50.79,3
5901,Hegde Nagar,1847.0,3.0,123.0,3
5902,Somasundara Palya,1650.0,3.0,95.0,3
5903,Electronic City,2400.0,2.0,78.0,3
5904,Begur Road,1160.0,2.0,44.0,2
5905,Haralur Road,2805.0,4.0,154.0,4
5906,Mysore Road,1360.0,3.0,47.6,3
5907,Brookefield,1089.0,2.0,49.0,2
5908,Yelahanka,1115.0,2.0,60.0,2
5909,Kudlu Gate,1215.0,2.0,45.0,2
5910,Sarjapur  Road,1194.0,2.0,51.0,2
5911,Kannamangala,1536.0,3.0,104.0,3
5912,Hennur,1255.0,2.0,55.5,2
5913,Electronic City,1571.0,3.0,83.0,3
5914,Other,900.0,1.0,70.0,2
5915,Budigere,664.0,1.0,35.4,1
5916,Devarachikkanahalli,1230.0,2.0,58.0,2
5917,Hegde Nagar,1340.0,2.0,72.0,2
5918,Sarjapur,1240.0,2.0,43.1,2
5919,Electronic City,1470.0,2.0,44.1,3
5920,7th Phase JP Nagar,1680.0,3.0,117.0,3
5921,Other,1000.0,2.0,35.0,2
5922,Gunjur,1071.0,2.0,51.0,2
5923,Sector 2 HSR Layout,1512.0,3.0,80.0,3
5924,Kalyan nagar,1190.0,2.0,60.0,2
5925,Pattandur Agrahara,1550.0,2.0,80.0,3
5926,Kanakpura Road,1283.0,2.0,63.22,2
5927,Mallasandra,1325.0,2.0,73.0,2
5928,Whitefield,1105.0,2.0,35.36,2
5929,Banaswadi,1600.0,3.0,74.5,3
5930,Kanakpura Road,800.0,2.0,41.145,2
5931,Hennur,1100.0,2.0,44.55,2
5932,Talaghattapura,2099.0,3.0,147.0,3
5933,Yelachenahalli,1365.0,2.0,72.0,3
5934,Hosur Road,1250.0,2.0,55.0,2
5935,Chikkalasandra,1290.0,2.0,56.12,3
5936,Bellandur,1170.0,2.0,46.79,2
5937,Kanakpura Road,1328.0,2.0,91.06,2
5938,Hennur Road,1232.0,2.0,87.0,2
5939,1st Phase JP Nagar,1180.0,2.0,88.5,2
5940,Electronic City,1350.0,3.0,66.0,3
5941,Other,3602.0,4.0,280.0,4
5942,Nagasandra,2400.0,4.0,145.0,4
5943,Electronic City Phase II,1020.0,2.0,32.0,2
5944,Begur Road,1410.0,2.0,49.34,3
5945,Other,2159.0,3.0,120.0,3
5946,TC Palaya,1200.0,2.0,66.0,3
5947,Hennur,1255.0,2.0,57.5,2
5948,Whitefield,1074.0,2.0,42.79,2
5949,Other,1200.0,3.0,72.0,3
5950,Sarjapur,1170.0,2.0,35.41,3
5951,Tumkur Road,728.5,1.0,31.315,1
5952,Bommanahalli,1660.0,2.0,100.0,3
5953,Other,510.0,1.0,34.0,1
5954,Mahadevpura,1601.0,3.0,95.0,3
5955,Begur Road,952.0,2.0,42.0,2
5956,Other,1166.0,2.0,65.0,2
5957,Electronic City Phase II,1900.0,3.0,97.0,4
5958,Haralur Road,1520.0,2.0,96.0,3
5959,Yelenahalli,1175.0,2.0,50.0,2
5960,Bharathi Nagar,1432.0,2.0,68.0,2
5961,Bommasandra Industrial Area,1005.0,2.0,39.77,2
5962,Rajiv Nagar,1309.0,2.0,80.0,2
5963,7th Phase JP Nagar,1050.0,2.0,77.0,2
5964,Kanakpura Road,1100.0,3.0,53.0,3
5965,Begur Road,1565.0,2.0,56.34,3
5966,Other,940.0,2.0,56.0,2
5967,Other,1015.0,2.0,40.1,2
5968,Electronic City,1652.0,3.0,110.0,3
5969,Whitefield,1100.0,2.0,52.0,2
5970,Rajiv Nagar,2340.0,4.0,145.0,4
5971,Kammanahalli,1200.0,1.0,81.0,2
5972,Other,1400.0,3.0,69.0,3
5973,Whitefield,1267.0,2.0,90.33,2
5974,Bhoganhalli,2439.0,4.0,185.0,4
5975,Other,1645.0,3.0,95.0,3
5976,Sahakara Nagar,1100.0,2.0,75.0,3
5977,Ananth Nagar,1000.0,2.0,29.7,2
5978,Kengeri Satellite Town,2480.0,2.0,160.0,2
5979,Kalyan nagar,1086.0,2.0,44.5,2
5980,Kengeri,416.0,1.0,18.0,1
5981,Hennur Road,1066.0,2.0,52.23,2
5982,OMBR Layout,1730.0,3.0,93.0,3
5983,Balagere,1205.0,2.0,63.86,2
5984,Subramanyapura,960.0,2.0,55.0,2
5985,Haralur Road,1510.0,3.0,83.05,3
5986,Other,1600.0,4.0,90.0,4
5987,Old Madras Road,2300.0,3.0,142.0,3
5988,Other,1000.0,2.0,63.0,2
5989,Poorna Pragna Layout,1160.0,2.0,46.39,2
5990,Hormavu,1553.0,2.0,58.23,3
5991,Seegehalli,1134.0,2.0,45.0,2
5992,Horamavu Agara,2400.0,3.0,80.0,5
5993,Whitefield,2400.0,4.0,143.0,4
5994,Other,1350.0,2.0,65.0,2
5995,Sarjapur,1032.0,2.0,42.0,2
5996,Other,1998.0,3.0,117.0,3
5997,Murugeshpalya,1225.0,2.0,48.0,2
5998,Sarjapur  Road,1262.0,2.0,67.0,2
5999,Badavala Nagar,1842.0,3.0,115.0,3
6000,Other,1300.0,2.0,60.0,2
6001,Kothannur,1070.0,2.0,38.6,2
6002,Other,950.0,2.0,33.0,2
6003,Balagere,1012.0,2.0,53.58,2
6004,TC Palaya,1000.0,2.0,70.0,2
6005,Kadugodi,1394.0,2.0,56.0,2
6006,Amruthahalli,1450.0,2.0,85.0,3
6007,Banaswadi,527.0,1.0,35.0,1
6008,Sarjapur  Road,1693.0,3.0,125.0,3
6009,Horamavu Agara,1000.0,2.0,46.0,2
6010,Kogilu,952.0,2.0,49.0,2
6011,Mysore Road,1410.0,2.0,64.0,3
6012,Hebbal Kempapura,1400.0,2.0,108.0,2
6013,Sarjapur  Road,1826.0,3.0,125.0,3
6014,Hosur Road,1689.0,3.0,103.0,3
6015,Hennur,960.0,2.0,48.0,2
6016,Channasandra,808.0,2.0,40.0,2
6017,Kodichikkanahalli,907.0,2.0,38.5,2
6018,Uttarahalli,1300.0,2.0,55.0,2
6019,Other,1350.0,3.0,81.0,3
6020,Whitefield,1836.0,3.0,125.0,3
6021,Other,826.0,2.0,36.0,2
6022,Hormavu,1200.0,2.0,68.0,2
6023,6th Phase JP Nagar,1460.0,2.0,80.0,2
6024,BTM 2nd Stage,965.0,2.0,56.0,2
6025,Kothannur,2000.0,4.0,95.0,4
6026,Bhoganhalli,1395.0,2.0,70.0,3
6027,Sarjapur  Road,1660.0,3.0,116.0,3
6028,Other,935.0,2.0,35.0,2
6029,Other,1180.0,2.0,39.0,2
6030,Kanakpura Road,1204.0,2.0,82.0,2
6031,Haralur Road,1056.0,2.0,65.0,2
6032,Hebbal,985.0,2.0,62.0,2
6033,Banashankari Stage V,1315.0,2.0,49.0,3
6034,KR Puram,734.0,2.0,22.0,2
6035,Kammanahalli,2900.0,4.0,200.0,4
6036,Singasandra,600.0,1.0,45.0,1
6037,Other,2200.0,3.0,115.0,4
6038,Attibele,656.0,2.0,25.0,2
6039,Yeshwanthpur,666.0,1.0,36.8,1
6040,7th Phase JP Nagar,1174.0,2.0,47.0,2
6041,Budigere,1153.0,2.0,56.7,2
6042,Narayanapura,2400.0,5.0,85.0,5
6043,Marathahalli,957.0,2.0,47.0,2
6044,Sarjapur  Road,1060.0,2.0,50.0,2
6045,Banashankari,1000.0,2.0,50.0,2
6046,Kanakpura Road,1843.0,3.0,88.0,3
6047,Kanakpura Road,1150.0,2.0,40.25,3
6048,Kanakpura Road,1703.0,3.0,130.0,3
6049,Kaval Byrasandra,1125.0,2.0,41.5,2
6050,Battarahalli,1516.0,3.0,65.0,3
6051,Brookefield,1130.0,2.0,56.0,2
6052,Hosa Road,1512.0,3.0,103.0,3
6053,Thanisandra,1491.0,3.0,88.0,3
6054,Cox Town,1250.0,2.0,95.0,2
6055,Banashankari,1650.0,3.0,90.75,3
6056,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
6057,Thanisandra,1881.0,3.0,95.0,3
6058,Kanakpura Road,1100.0,3.0,56.57,3
6059,Other,1500.0,2.0,50.0,2
6060,Whitefield,1197.0,2.0,50.0,2
6061,Other,2400.0,4.0,170.0,6
6062,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
6063,Banashankari Stage II,1260.0,2.0,95.0,3
6064,9th Phase JP Nagar,1200.0,2.0,80.0,2
6065,Other,1650.0,3.0,52.0,3
6066,Other,600.0,1.0,45.0,1
6067,Uttarahalli,1025.0,2.0,35.88,2
6068,Sarjapur,2302.5,2.0,80.59,4
6069,Hennur Road,973.0,2.0,56.0,2
6070,Balagere,1007.0,2.0,75.0,2
6071,Hosa Road,800.0,1.0,39.99,1
6072,Sarjapur  Road,1830.0,3.0,119.0,3
6073,Nagavara,1077.0,2.0,50.0,2
6074,Other,672.0,1.0,27.0,1
6075,Other,1280.0,3.0,87.0,3
6076,Electronics City Phase 1,865.0,2.0,40.0,2
6077,Kalena Agrahara,1000.0,2.0,33.0,2
6078,CV Raman Nagar,1285.0,2.0,65.0,2
6079,Thanisandra,662.0,1.0,29.0,1
6080,Other,1850.0,3.0,95.0,3
6081,Harlur,1754.0,3.0,132.0,3
6082,Other,1567.0,3.0,100.0,3
6083,Hoskote,1695.0,3.0,50.0,3
6084,Bellandur,1150.0,2.0,69.44,2
6085,Akshaya Nagar,1690.0,3.0,85.0,3
6086,Karuna Nagar,1057.0,2.0,65.0,2
6087,Hebbal,1320.0,2.0,91.0,2
6088,Bhoganhalli,2119.0,4.0,111.0,4
6089,Other,1125.0,2.0,48.0,2
6090,Kanakpura Road,2254.0,3.0,170.0,3
6091,Balagere,645.0,1.0,34.18,1
6092,Rachenahalli,1050.0,2.0,52.08,2
6093,Panathur,1040.0,2.0,41.6,2
6094,1st Block Jayanagar,1760.0,3.0,115.0,3
6095,Sarjapur  Road,984.0,2.0,45.91,2
6096,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
6097,Whitefield,3596.0,3.0,200.0,3
6098,Other,1365.0,3.0,54.0,3
6099,Other,560.0,1.0,19.0,1
6100,Vittasandra,1404.0,2.0,75.0,2
6101,Bellandur,1540.0,4.0,45.0,4
6102,Electronic City,1050.0,2.0,39.0,3
6103,Rachenahalli,1550.0,3.0,72.5,3
6104,Yelahanka,1653.0,3.0,93.0,3
6105,Parappana Agrahara,1194.0,2.0,47.0,2
6106,Other,1471.0,2.0,75.0,3
6107,Kanakpura Road,700.0,2.0,35.0,2
6108,Kudlu Gate,812.0,2.0,38.25,2
6109,8th Phase JP Nagar,1504.0,2.0,83.0,3
6110,Mahadevpura,1450.0,3.0,75.0,3
6111,Kannamangala,957.0,2.0,54.5,2
6112,7th Phase JP Nagar,1050.0,2.0,75.0,2
6113,Budigere,1820.0,3.0,85.0,3
6114,Varthur Road,1033.0,2.0,32.0,2
6115,OMBR Layout,1165.0,2.0,88.5,2
6116,Gottigere,1280.0,2.0,61.0,2
6117,Kanakpura Road,1550.0,3.0,65.1,3
6118,Jigani,1221.0,3.0,75.0,3
6119,Other,1300.0,2.0,60.0,2
6120,Hoskote,1065.0,2.0,31.5,2
6121,Yelahanka New Town,1209.0,2.0,65.0,3
6122,Hennur Road,1255.0,2.0,84.0,2
6123,Jalahalli,1035.0,2.0,31.05,2
6124,Banashankari,1650.0,3.0,101.0,3
6125,Whitefield,1275.0,2.0,65.0,3
6126,Electronic City,1128.0,2.0,65.58,2
6127,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
6128,Thanisandra,1183.0,2.0,58.56,2
6129,Whitefield,1155.0,2.0,39.0,2
6130,Kengeri,1245.0,2.0,43.57,3
6131,Akshaya Nagar,1000.0,2.0,38.0,2
6132,7th Phase JP Nagar,1040.0,2.0,75.0,2
6133,Ardendale,2062.0,3.0,140.0,4
6134,Other,1477.0,2.0,75.0,3
6135,Sarjapur  Road,1525.0,2.0,65.0,3
6136,Other,2000.0,2.0,120.0,2
6137,Other,1220.0,2.0,65.0,2
6138,Electronic City,1355.0,2.0,97.6,2
6139,Whitefield,1141.0,2.0,62.0,2
6140,Vijayanagar,1046.0,2.0,49.06,2
6141,Bannerghatta Road,630.0,1.0,35.0,1
6142,Pattandur Agrahara,1247.0,2.0,62.35,2
6143,Marathahalli,3855.0,4.0,220.0,4
6144,Other,850.0,2.0,32.5,2
6145,KR Puram,1120.0,2.0,36.0,2
6146,Jakkur,1798.0,3.0,110.0,3
6147,Bisuvanahalli,1180.0,2.0,45.0,3
6148,Kereguddadahalli,1000.0,2.0,34.0,2
6149,Whitefield,1216.0,2.0,82.0,2
6150,Margondanahalli,900.0,2.0,65.0,2
6151,TC Palaya,1100.0,2.0,65.0,2
6152,Badavala Nagar,1842.0,3.0,115.0,3
6153,Bisuvanahalli,1075.0,2.0,43.0,3
6154,Kanakpura Road,1700.0,3.0,120.0,3
6155,Whitefield,1564.0,3.0,103.0,3
6156,Other,1256.0,2.0,65.0,2
6157,Bhoganhalli,1458.0,3.0,78.45,3
6158,Hoodi,1063.0,2.0,61.17,2
6159,Garudachar Palya,1150.0,2.0,52.5,2
6160,Ramamurthy Nagar,1360.0,2.0,45.0,2
6161,Marathahalli,1605.0,3.0,76.0,3
6162,Haralur Road,1810.0,3.0,100.0,3
6163,LB Shastri Nagar,1250.0,2.0,48.5,2
6164,Poorna Pragna Layout,1475.0,2.0,58.99,3
6165,Dommasandra,850.0,2.0,25.4,2
6166,Uttarahalli,980.0,2.0,45.0,2
6167,Other,1428.0,2.0,70.0,3
6168,Other,1130.0,2.0,74.0,2
6169,Kanakpura Road,1592.0,3.0,125.0,3
6170,JP Nagar,2050.0,3.0,82.0,3
6171,Other,1407.0,2.0,83.87,2
6172,Whitefield,1585.0,3.0,84.0,3
6173,Jakkur,1785.0,3.0,130.0,3
6174,Other,900.0,2.0,45.0,2
6175,Kanakpura Road,1843.0,3.0,96.2,3
6176,Other,1200.0,2.0,67.0,2
6177,Akshaya Nagar,1113.0,2.0,52.0,2
6178,Uttarahalli,1125.0,2.0,47.0,2
6179,Whitefield,1200.0,3.0,56.0,3
6180,Anekal,1150.0,3.0,45.0,3
6181,Kodichikkanahalli,1181.0,2.0,57.0,2
6182,Kanakpura Road,1550.0,3.0,64.7,3
6183,1st Phase JP Nagar,1200.0,2.0,86.0,2
6184,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
6185,Lingadheeranahalli,1506.0,3.0,95.0,3
6186,Talaghattapura,1040.0,2.0,33.28,2
6187,Hennur,1020.0,2.0,48.0,2
6188,Other,1400.0,3.0,90.0,3
6189,Other,812.0,1.0,26.0,1
6190,Vidyaranyapura,1100.0,2.0,54.0,2
6191,Kanakpura Road,1500.0,3.0,72.99,3
6192,Ananth Nagar,850.0,2.0,25.99,2
6193,Kaval Byrasandra,1180.0,2.0,60.0,2
6194,Channasandra,1010.0,2.0,36.0,2
6195,Marathahalli,1350.0,2.0,60.0,2
6196,Talaghattapura,1100.0,2.0,50.0,2
6197,Kanakpura Road,1450.0,2.0,62.93,3
6198,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
6199,Thanisandra,1564.0,3.0,100.0,3
6200,Kanakapura,1460.0,2.0,51.1,3
6201,Rachenahalli,1050.0,2.0,52.07,2
6202,Other,700.0,2.0,35.0,2
6203,TC Palaya,1200.0,3.0,66.0,3
6204,Yelahanka,654.0,1.0,38.0,1
6205,Other,1105.0,2.0,50.0,2
6206,Kogilu,700.0,1.0,30.84,1
6207,Other,1000.0,2.0,51.0,2
6208,Other,1240.0,2.0,63.0,3
6209,Bellandur,1200.0,2.0,45.0,2
6210,Yelahanka New Town,1400.0,2.0,80.0,3
6211,Other,1393.0,3.0,54.0,3
6212,Whitefield,1140.0,2.0,50.0,2
6213,Other,1640.0,3.0,70.0,3
6214,Other,1200.0,2.0,62.0,2
6215,Yelenahalli,1650.0,3.0,68.0,3
6216,Nagavara,2496.0,4.0,125.0,4
6217,9th Phase JP Nagar,905.0,2.0,32.0,2
6218,HAL 2nd Stage,1600.0,3.0,125.0,3
6219,Chikkalasandra,1070.0,2.0,45.48,2
6220,8th Phase JP Nagar,2600.0,4.0,115.0,4
6221,Old Airport Road,1145.0,2.0,75.0,2
6222,Other,1495.0,3.0,55.0,3
6223,Other,1400.0,3.0,53.0,3
6224,Whitefield,1558.0,3.0,90.0,3
6225,Balagere,1007.0,2.0,53.0,2
6226,Other,1054.0,2.0,53.0,2
6227,Uttarahalli,1135.0,2.0,39.73,3
6228,Gollarapalya Hosahalli,996.0,2.0,49.0,2
6229,Other,1275.0,2.0,47.0,2
6230,NRI Layout,1250.0,2.0,75.0,2
6231,Hennur,2502.0,4.0,170.0,4
6232,Other,1394.0,2.0,52.0,2
6233,Haralur Road,1243.0,2.0,46.0,2
6234,Whitefield,1216.0,2.0,75.0,2
6235,Other,1075.0,2.0,57.0,2
6236,Rayasandra,1708.0,3.0,76.0,4
6237,Harlur,1532.0,2.0,65.0,2
6238,Hosa Road,1726.0,3.0,81.99,3
6239,Other,1220.0,2.0,54.89,2
6240,Chikkalasandra,1100.0,2.0,50.0,2
6241,Hosa Road,840.0,2.0,28.0,2
6242,CV Raman Nagar,1030.0,2.0,35.0,2
6243,Other,1499.0,3.0,89.0,3
6244,Other,1280.0,2.0,55.0,3
6245,Munnekollal,1170.0,2.0,59.0,2
6246,Chikka Tirupathi,2646.0,3.0,99.0,3
6247,Other,1161.0,2.0,36.69,2
6248,Yelahanka,1633.0,2.0,72.0,2
6249,Other,1050.0,2.0,65.0,2
6250,Other,905.0,2.0,50.0,2
6251,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
6252,Chikkalasandra,1390.0,2.0,60.47,3
6253,Kasturi Nagar,1101.0,2.0,66.0,2
6254,Other,2736.0,4.0,130.0,4
6255,Other,1056.0,2.0,55.0,2
6256,Kanakpura Road,1425.0,2.0,49.88,3
6257,Electronics City Phase 1,1450.0,3.0,70.0,3
6258,Pai Layout,1000.0,2.0,34.0,2
6259,Haralur Road,575.0,1.0,38.0,1
6260,Uttarahalli,1350.0,2.0,47.24,3
6261,Other,1770.0,3.0,90.0,3
6262,JP Nagar,745.0,1.0,34.27,1
6263,Kudlu Gate,1547.0,2.0,103.0,2
6264,Panathur,1713.0,3.0,120.0,3
6265,Other,1152.0,2.0,57.0,2
6266,Dodda Nekkundi,1100.0,2.0,46.75,2
6267,Narayanapura,2357.0,3.0,135.0,3
6268,Kannamangala,1865.0,3.0,139.0,3
6269,Kanakpura Road,1240.0,2.0,65.0,2
6270,Padmanabhanagar,1360.0,3.0,75.0,3
6271,ISRO Layout,4200.0,4.0,255.0,4
6272,Electronics City Phase 1,1450.0,2.0,63.51,3
6273,Budigere,1139.0,2.0,72.0,2
6274,Begur Road,1565.0,2.0,56.0,3
6275,Other,1200.0,2.0,39.0,2
6276,Yeshwanthpur,1855.0,3.0,140.0,3
6277,Margondanahalli,1100.0,2.0,55.0,2
6278,Other,1350.0,2.0,65.0,3
6279,Hosur Road,660.0,1.0,23.0,1
6280,Kambipura,1083.0,2.0,48.0,3
6281,Hennur Road,1232.0,2.0,83.0,2
6282,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
6283,Whitefield,1227.0,2.0,70.0,2
6284,Sarjapur  Road,1059.0,2.0,68.0,2
6285,Mahadevpura,1152.0,2.0,54.0,2
6286,Kenchenahalli,870.0,1.0,45.0,2
6287,Panathur,1210.0,2.0,78.0,2
6288,Thanisandra,663.0,1.0,46.1,1
6289,Kadubeesanahalli,1365.0,3.0,80.0,3
6290,Whitefield,1704.0,3.0,120.0,3
6291,Whitefield,1495.0,2.0,60.55,3
6292,Whitefield,1256.0,2.0,73.0,2
6293,Kengeri,883.0,2.0,49.0,2
6294,Bisuvanahalli,1080.0,2.0,45.0,3
6295,9th Phase JP Nagar,1073.0,2.0,52.36,2
6296,Thanisandra,662.0,1.0,45.0,1
6297,Other,1200.0,2.0,75.0,2
6298,5th Phase JP Nagar,1550.0,3.0,75.0,3
6299,Banashankari,1310.0,2.0,80.43,2
6300,Sarjapur  Road,1577.0,3.0,65.0,3
6301,Kodigehaali,1324.0,3.0,65.0,3
6302,Kothanur,1786.0,2.0,106.0,3
6303,Harlur,1174.0,2.0,75.0,2
6304,Other,565.0,1.0,33.0,1
6305,7th Phase JP Nagar,1400.0,2.0,95.0,3
6306,Electronic City,635.0,1.0,28.0,1
6307,8th Phase JP Nagar,1368.0,2.0,54.71,3
6308,Kanakpura Road,1450.0,3.0,55.0,3
6309,Devanahalli,1045.0,2.0,48.0,2
6310,Electronic City,1128.0,2.0,65.4,2
6311,Bhoganhalli,1125.0,2.0,54.0,2
6312,Whitefield,1195.0,2.0,62.38,2
6313,Kaggadasapura,1350.0,2.0,105.0,3
6314,Domlur,1740.0,3.0,120.0,3
6315,Bommasandra,877.0,2.0,29.0,2
6316,Yelahanka New Town,450.0,1.0,15.0,1
6317,Other,1000.0,2.0,55.0,2
6318,Whitefield,1300.0,2.0,78.0,2
6319,Doddathoguru,1300.0,2.0,42.0,3
6320,Abbigere,985.0,2.0,40.39,2
6321,Other,1045.0,2.0,42.0,2
6322,Other,1250.0,2.0,62.4,2
6323,Haralur Road,1194.0,2.0,46.0,2
6324,Kanakpura Road,1420.0,3.0,68.0,3
6325,Other,1720.0,3.0,83.0,3
6326,Rachenahalli,1530.0,2.0,74.4,3
6327,Anandapura,1200.0,2.0,66.0,3
6328,Whitefield,1570.0,3.0,88.0,3
6329,Sarjapur  Road,1157.0,2.0,74.0,3
6330,Kanakapura,1120.0,2.0,39.2,2
6331,Kenchenahalli,1150.0,2.0,60.0,2
6332,Bannerghatta Road,1215.0,2.0,68.0,2
6333,Bhoganhalli,1444.0,2.0,75.97,2
6334,Other,1100.0,2.0,70.0,2
6335,Kodichikkanahalli,900.0,2.0,42.0,2
6336,Talaghattapura,1372.0,2.0,43.9,3
6337,Bisuvanahalli,1180.0,2.0,55.5,3
6338,Electronic City,1096.0,2.0,39.0,2
6339,Yeshwanthpur,2504.0,3.0,138.0,3
6340,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
6341,Other,420.0,1.0,23.5,1
6342,Hennur Road,1832.0,3.0,116.0,3
6343,Vasanthapura,940.0,2.0,40.0,2
6344,Abbigere,2500.0,6.0,81.0,6
6345,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
6346,Other,1675.0,3.0,65.0,3
6347,Tumkur Road,708.0,2.0,32.0,2
6348,Channasandra,1123.0,2.0,36.0,2
6349,Talaghattapura,1100.0,2.0,49.49,2
6350,Other,1225.0,2.0,71.05,2
6351,Kengeri Satellite Town,410.0,1.0,15.0,1
6352,Other,1350.0,4.0,90.0,4
6353,Gubbalala,1475.0,2.0,80.0,2
6354,Kengeri Satellite Town,1120.0,2.0,49.0,2
6355,KR Puram,1150.0,2.0,42.0,2
6356,Yeshwanthpur,1165.0,2.0,85.0,2
6357,Harlur,1756.0,3.0,134.0,3
6358,Ambedkar Nagar,1409.0,2.0,95.0,2
6359,Mahadevpura,1212.0,2.0,56.9,2
6360,Hegde Nagar,2087.01,3.0,115.0,3
6361,Jalahalli East,775.0,1.0,34.1,1
6362,Sarjapur  Road,1700.0,3.0,118.0,3
6363,Other,1732.5,3.0,91.855,3
6364,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
6365,Other,3760.0,2.0,280.0,2
6366,Bhoganhalli,1205.0,2.0,64.47,2
6367,Thigalarapalya,1418.0,2.0,105.0,2
6368,Ardendale,1650.0,3.0,82.0,3
6369,Electronic City,1150.0,2.0,38.0,2
6370,Other,850.0,2.0,34.0,2
6371,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
6372,Whitefield,1216.0,2.0,84.03,2
6373,Kanakpura Road,381.0,1.0,28.0,1
6374,Hebbal,1040.0,2.0,55.0,2
6375,Other,1260.0,2.0,49.0,3
6376,Kanakpura Road,1498.0,3.0,74.9,3
6377,Vidyaranyapura,1200.0,2.0,65.0,3
6378,Electronic City,1355.0,2.0,72.9,2
6379,Other,1450.0,3.0,65.0,3
6380,Whitefield,1240.0,2.0,70.0,2
6381,Kanakpura Road,1300.0,2.0,55.0,3
6382,OMBR Layout,1101.0,2.0,66.0,2
6383,Whitefield,1216.0,2.0,72.5,2
6384,Uttarahalli,1250.0,2.0,50.0,3
6385,Other,2100.0,3.0,70.0,3
6386,Ananth Nagar,1470.0,3.0,54.0,3
6387,Bannerghatta Road,1365.0,3.0,76.18,3
6388,Hosa Road,1364.0,2.0,64.79,2
6389,Banashankari Stage VI,1180.0,2.0,59.47,2
